#c=0.000100, alpha=0.900000, tmin=0.000000, tmax=5.000000, N_t=100000, epsilonIntegral=0.000001, epsilonBinning=0.000001, dim=2, initialEnsemble: { (100000, (0.707107+0.000000i, 0.500000+0.500000i)) }
795.774715
1.58505 0.0000 0741 0.005822 -0.007554 0.003275 0.4997551+0.0000000i -0.4838304+0.1208131i -0.4838304-0.1208131i 0.5002449+0.0000000i 0.4998141+0.0000000i -0.4840275+0.1208583i -0.4840275-0.1208583i 0.5001859+0.0000000i 
1.59005 0.0000 0742 0.005703 -0.007595 0.003250 0.4997524+0.0000000i -0.4873850+0.1055391i -0.4873850-0.1055391i 0.5002476-0.0000000i 0.4998186+0.0000000i -0.4875905+0.1055795i -0.4875905-0.1055795i 0.5001814+0.0000000i 
1.59505 0.0000 0743 0.005585 -0.007634 0.003225 0.4997498+0.0000000i -0.4904576+0.0901612i -0.4904576-0.0901612i 0.5002502-0.0000000i 0.4998235+0.0000000i -0.4906716+0.0901963i -0.4906716-0.0901963i 0.5001765+0.0000000i 
1.60005 0.0000 0746 0.005467 -0.007669 0.003198 0.4997675+0.0000000i -0.4930649+0.0746977i -0.4930649-0.0746977i 0.5002325+0.0000000i 0.4998289+0.0000000i -0.4932676+0.0747241i -0.4932676-0.0747241i 0.5001711+0.0000000i 
1.60505 0.0000 0747 0.005349 -0.007701 0.003169 0.4997653+0.0000000i -0.4951648+0.0591567i -0.4951648-0.0591567i 0.5002347-0.0000000i 0.4998345+0.0000000i -0.4953761+0.0591779i -0.4953761-0.0591779i 0.5001655+0.0000000i 
1.61005 0.0000 0751 0.005231 -0.007729 0.003140 0.4997783+0.0000000i -0.4967899+0.0435598i -0.4967899-0.0435598i 0.5002217+0.0000000i 0.4998406+0.0000000i -0.4969948+0.0435734i -0.4969948-0.0435734i 0.5001594+0.0000000i 
1.61505 0.0000 0754 0.005114 -0.007754 0.003110 0.4997865+0.0000000i -0.4979188+0.0279190i -0.4979188-0.0279190i 0.5002135+0.0000000i 0.4998470+0.0000000i -0.4981223+0.0279258i -0.4981223-0.0279258i 0.5001530+0.0000000i 
1.62005 0.0000 0755 0.004997 -0.007776 0.003078 0.4997849+0.0000000i -0.4985455+0.0122492i -0.4985455-0.0122492i 0.5002151+0.0000000i 0.4998537+0.0000000i -0.4987574+0.0122507i -0.4987574-0.0122507i 0.5001463+0.0000000i 
1.62505 0.0000 0756 0.004880 -0.007794 0.003046 0.4997933+0.0000000i -0.4986890-0.0034311i -0.4986890+0.0034311i 0.5002067+0.0000000i 0.4998608+0.0000000i -0.4988994-0.0034365i -0.4988994+0.0034365i 0.5001392+0.0000000i 
1.63005 0.0000 0760 0.004764 -0.007808 0.003012 0.4998167+0.0000000i -0.4983537-0.0191062i -0.4983537+0.0191062i 0.5001833+0.0000000i 0.4998681+0.0000000i -0.4985483-0.0191203i -0.4985483+0.0191203i 0.5001319+0.0000000i 
1.63505 0.0000 0763 0.004649 -0.007819 0.002977 0.4998254+0.0000000i -0.4975113-0.0347648i -0.4975113+0.0347648i 0.5001746+0.0000000i 0.4998757+0.0000000i -0.4977043-0.0347851i -0.4977043+0.0347851i 0.5001243+0.0000000i 
1.64005 0.0000 0767 0.004535 -0.007826 0.002942 0.4998294+0.0000000i -0.4961723-0.0503895i -0.4961723+0.0503895i 0.5001706+0.0000000i 0.4998836+0.0000000i -0.4963683-0.0504155i -0.4963683+0.0504155i 0.5001164+0.0000000i 
1.64505 0.0000 0768 0.004421 -0.007829 0.002905 0.4998286+0.0000000i -0.4943382-0.0659647i -0.4943382+0.0659647i 0.5001714-0.0000000i 0.4998917+0.0000000i -0.4945416-0.0659960i -0.4945416+0.0659960i 0.5001083+0.0000000i 
1.65005 0.0000 0769 0.004308 -0.007828 0.002868 0.4998376+0.0000000i -0.4920244-0.0814735i -0.4920244+0.0814735i 0.5001624+0.0000000i 0.4999001+0.0000000i -0.4922261-0.0815112i -0.4922261+0.0815112i 0.5000999+0.0000000i 
1.65505 0.0000 0771 0.004196 -0.007824 0.002830 0.4998514+0.0000000i -0.4892282-0.0969015i -0.4892282+0.0969015i 0.5001486+0.0000000i 0.4999086+0.0000000i -0.4894239-0.0969459i -0.4894239+0.0969459i 0.5000914+0.0000000i 
1.66005 0.0000 0775 0.004086 -0.007816 0.002791 0.4998558+0.0000000i -0.4859399-0.1122343i -0.4859399+0.1122343i 0.5001442+0.0000000i 0.4999174+0.0000000i -0.4861379-0.1122847i -0.4861379+0.1122847i 0.5000826+0.0000000i 
1.66505 0.0000 0781 0.003976 -0.007804 0.002751 0.4998791+0.0000000i -0.4821872-0.1274555i -0.4821872+0.1274555i 0.5001209+0.0000000i 0.4999263+0.0000000i -0.4823712-0.1275124i -0.4823712+0.1275124i 0.5000737+0.0000000i 
1.67005 0.0000 0788 0.003868 -0.007788 0.002710 0.4998883+0.0000000i -0.4779457-0.1425515i -0.4779457+0.1425515i 0.5001117+0.0000000i 0.4999353+0.0000000i -0.4781277-0.1426142i -0.4781277+0.1426142i 0.5000647+0.0000000i 
1.67505 0.0000 0790 0.003760 -0.007768 0.002669 0.4999022+0.0000000i -0.4732352-0.1575067i -0.4732352+0.1575067i 0.5000978+0.0000000i 0.4999445+0.0000000i -0.4734115-0.1575750i -0.4734115+0.1575750i 0.5000555+0.0000000i 
1.68005 0.0000 0793 0.003655 -0.007744 0.002627 0.4999023+0.0000000i -0.4680464-0.1723058i -0.4680464+0.1723058i 0.5000977+0.0000000i 0.4999538+0.0000000i -0.4682272-0.1723800i -0.4682272+0.1723800i 0.5000462+0.0000000i 
1.68505 0.0000 0795 0.003550 -0.007716 0.002585 0.4999070+0.0000000i -0.4623984-0.1869345i -0.4623984+0.1869345i 0.5000930+0.0000000i 0.4999631+0.0000000i -0.4625801-0.1870147i -0.4625801+0.1870147i 0.5000369+0.0000000i 
1.69005 0.0000 0797 0.003447 -0.007684 0.002542 0.4999207+0.0000000i -0.4562993-0.2013792i -0.4562993+0.2013792i 0.5000793+0.0000000i 0.4999726+0.0000000i -0.4564756-0.2014646i -0.4564756+0.2014646i 0.5000274+0.0000000i 
1.69505 0.0000 0798 0.003345 -0.007648 0.002498 0.4999210+0.0000000i -0.4497405-0.2156232i -0.4497405+0.2156232i 0.5000790+0.0000000i 0.4999820+0.0000000i -0.4499197-0.2157154i -0.4499197+0.2157154i 0.5000180+0.0000000i 
1.70005 0.0000 0801 0.003245 -0.007609 0.002454 0.4999389+0.0000000i -0.4427479-0.2296567i -0.4427479+0.2296567i 0.5000611+0.0000000i 0.4999915+0.0000000i -0.4429191-0.2297530i -0.4429191+0.2297530i 0.5000085+0.0000000i 
1.70505 0.0000 0804 0.003147 -0.007565 0.002409 0.4999307+0.0000000i -0.4353027-0.2434583i -0.4353027+0.2434583i 0.5000693+0.0000000i 0.5000011+0.0000000i -0.4354805-0.2435636i -0.4354805+0.2435636i 0.4999989+0.0000000i 
1.71005 0.0000 0806 0.003050 -0.007517 0.002364 0.4999354+0.0000000i -0.4274345-0.2570216i -0.4274345+0.2570216i 0.5000646+0.0000000i 0.5000106+0.0000000i -0.4276114-0.2571336i -0.4276114+0.2571336i 0.4999894+0.0000000i 
1.71505 0.0000 0809 0.002954 -0.007465 0.002319 0.4999445+0.0000000i -0.4191461-0.2703317i -0.4191461+0.2703317i 0.5000555+0.0000000i 0.5000201+0.0000000i -0.4193196-0.2704496i -0.4193196+0.2704496i 0.4999799+0.0000000i 
1.72005 0.0000 0811 0.002861 -0.007409 0.002274 0.4999576+0.0000000i -0.4104451-0.2833763i -0.4104451+0.2833763i 0.5000424-0.0000000i 0.5000295+0.0000000i -0.4106131-0.2834983i -0.4106131+0.2834983i 0.4999705+0.0000000i 
1.72505 0.0000 0811 0.002769 -0.007349 0.002228 0.4999623+0.0000000i -0.4013348-0.2961379i -0.4013348+0.2961379i 0.5000377+0.0000000i 0.5000389+0.0000000i -0.4015007-0.2962670i -0.4015007+0.2962670i 0.4999611+0.0000000i 
1.73005 0.0000 0812 0.002679 -0.007285 0.002182 0.4999710+0.0000000i -0.3918293-0.3086085i -0.3918293+0.3086085i 0.5000290+0.0000000i 0.5000483+0.0000000i -0.3919913-0.3087429i -0.3919913+0.3087429i 0.4999517+0.0000000i 
1.73505 0.0000 0815 0.002591 -0.007218 0.002135 0.4999716+0.0000000i -0.3819343-0.3207701i -0.3819343+0.3207701i 0.5000284+0.0000000i 0.5000575+0.0000000i -0.3820943-0.3209139i -0.3820943+0.3209139i 0.4999425+0.0000000i 
1.74005 0.0000 0818 0.002504 -0.007146 0.002089 0.4999881+0.0000000i -0.3716659-0.3326231i -0.3716659+0.3326231i 0.5000119+0.0000000i 0.5000667+0.0000000i -0.3718196-0.3327679i -0.3718196+0.3327679i 0.4999333+0.0000000i 
1.74505 0.0000 0822 0.002420 -0.007070 0.002043 0.5000004+0.0000000i -0.3610287-0.3441457i -0.3610287+0.3441457i 0.4999996+0.0000000i 0.5000758+0.0000000i -0.3611773-0.3442931i -0.3611773+0.3442931i 0.4999242+0.0000000i 
1.75005 0.0000 0824 0.002338 -0.006990 0.001996 0.5000125+0.0000000i -0.3500343-0.3553286i -0.3500343+0.3553286i 0.4999875-0.0000000i 0.5000847+0.0000000i -0.3501779-0.3554782i -0.3501779+0.3554782i 0.4999153+0.0000000i 
1.75505 0.0000 0825 0.002257 -0.006907 0.001950 0.5000207+0.0000000i -0.3386934-0.3661578i -0.3386934+0.3661578i 0.4999793+0.0000000i 0.5000935+0.0000000i -0.3388323-0.3663122i -0.3388323+0.3663122i 0.4999065+0.0000000i 
1.76005 0.0000 0827 0.002178 -0.006820 0.001903 0.5000325+0.0000000i -0.3270178-0.3766281i -0.3270178+0.3766281i 0.4999675+0.0000000i 0.5001022+0.0000000i -0.3271518-0.3767843i -0.3271518+0.3767843i 0.4998978+0.0000000i 
1.76505 0.0000 0829 0.002102 -0.006728 0.001857 0.5000442+0.0000000i -0.3150186-0.3867267i -0.3150186+0.3867267i 0.4999558+0.0000000i 0.5001108+0.0000000i -0.3151478-0.3868842i -0.3151478+0.3868842i 0.4998892+0.0000000i 
1.77005 0.0000 0830 0.002027 -0.006633 0.001811 0.5000520+0.0000000i -0.3027082-0.3964398i -0.3027082+0.3964398i 0.4999480-0.0000000i 0.5001191+0.0000000i -0.3028322-0.3966020i -0.3028322+0.3966020i 0.4998809+0.0000000i 
1.77505 0.0000 0831 0.001955 -0.006535 0.001765 0.5000597+0.0000000i -0.2900985-0.4057616i -0.2900985+0.4057616i 0.4999403-0.0000000i 0.5001274+0.0000000i -0.2902173-0.4059280i -0.2902173+0.4059280i 0.4998726+0.0000000i 
1.78005 0.0000 0831 0.001885 -0.006432 0.001719 0.5000637+0.0000000i -0.2772028-0.4146784i -0.2772028+0.4146784i 0.4999363+0.0000000i 0.5001354+0.0000000i -0.2773155-0.4148531i -0.2773155+0.4148531i 0.4998646+0.0000000i 
1.78505 0.0000 0832 0.001816 -0.006327 0.001674 0.5000711+0.0000000i -0.2640326-0.4231898i -0.2640326+0.4231898i 0.4999289+0.0000000i 0.5001433+0.0000000i -0.2641396-0.4233683i -0.2641396+0.4233683i 0.4998567+0.0000000i 
1.79005 0.0000 0834 0.001750 -0.006217 0.001629 0.5000819+0.0000000i -0.2506002-0.4312876i -0.2506002+0.4312876i 0.4999181+0.0000000i 0.5001510+0.0000000i -0.2507026-0.4314654i -0.2507026+0.4314654i 0.4998490+0.0000000i 
1.79505 0.0000 0839 0.001686 -0.006104 0.001584 0.5001026+0.0000000i -0.2369160-0.4389734i -0.2369160+0.4389734i 0.4998974+0.0000000i 0.5001586+0.0000000i -0.2370177-0.4391363i -0.2370177+0.4391363i 0.4998414+0.0000000i 
1.80005 0.0000 0842 0.001624 -0.005987 0.001540 0.5001197+0.0000000i -0.2229978-0.4462216i -0.2229978+0.4462216i 0.4998803+0.0000000i 0.5001659+0.0000000i -0.2230986-0.4463734i -0.2230986+0.4463734i 0.4998341+0.0000000i 
1.80505 0.0000 0842 0.001564 -0.005868 0.001496 0.5001233+0.0000000i -0.2088647-0.4530091i -0.2088647+0.4530091i 0.4998767+0.0000000i 0.5001731+0.0000000i -0.2089590-0.4531695i -0.2089590+0.4531695i 0.4998269+0.0000000i 
1.81005 0.0000 0842 0.001507 -0.005744 0.001453 0.5001268+0.0000000i -0.1945255-0.4593490i -0.1945255+0.4593490i 0.4998732+0.0000000i 0.5001801+0.0000000i -0.1946128-0.4595180i -0.1946128+0.4595180i 0.4998199+0.0000000i 
1.81505 0.0000 0843 0.001451 -0.005618 0.001410 0.5001334+0.0000000i -0.1799925-0.4652405i -0.1799925+0.4652405i 0.4998666+0.0000000i 0.5001869+0.0000000i -0.1800743-0.4654126i -0.1800743+0.4654126i 0.4998131+0.0000000i 
1.82005 0.0000 0846 0.001398 -0.005489 0.001368 0.5001463+0.0000000i -0.1652774-0.4706841i -0.1652774+0.4706841i 0.4998537+0.0000000i 0.5001935+0.0000000i -0.1653578-0.4708474i -0.1653578+0.4708474i 0.4998065+0.0000000i 
1.82505 0.0000 0847 0.001347 -0.005356 0.001326 0.5001527+0.0000000i -0.1504027-0.4756514i -0.1504027+0.4756514i 0.4998473+0.0000000i 0.5001999+0.0000000i -0.1504779-0.4758171i -0.1504779+0.4758171i 0.4998001+0.0000000i 
1.83005 0.0000 0851 0.001298 -0.005221 0.001286 0.5001495+0.0000000i -0.1353862-0.4801303i -0.1353862+0.4801303i 0.4998505-0.0000000i 0.5002061+0.0000000i -0.1354494-0.4803168i -0.1354494+0.4803168i 0.4997939+0.0000000i 
1.83505 0.0000 0852 0.001251 -0.005082 0.001245 0.5001557+0.0000000i -0.1202296-0.4841537i -0.1202296+0.4841537i 0.4998443+0.0000000i 0.5002122+0.0000000i -0.1202869-0.4843420i -0.1202869+0.4843420i 0.4997878+0.0000000i 
1.84005 0.0000 0854 0.001207 -0.004941 0.001206 0.5001586+0.0000000i -0.1049566-0.4876925i -0.1049566+0.4876925i 0.4998414+0.0000000i 0.5002180+0.0000000i -0.1050056-0.4878887i -0.1050056+0.4878887i 0.4997820+0.0000000i 
1.84505 0.0000 0855 0.001165 -0.004797 0.001167 0.5001645+0.0000000i -0.0895776-0.4907564i -0.0895776+0.4907564i 0.4998355-0.0000000i 0.5002237+0.0000000i -0.0896206-0.4909534i -0.0896206+0.4909534i 0.4997763+0.0000000i 
1.85005 0.0000 0855 0.001125 -0.004651 0.001130 0.5001673+0.0000000i -0.0741127-0.4933287i -0.0741127+0.4933287i 0.4998327-0.0000000i 0.5002292+0.0000000i -0.0741470-0.4935331i -0.0741470+0.4935331i 0.4997708+0.0000000i 
1.85505 0.0000 0858 0.001087 -0.004503 0.001093 0.5001791+0.0000000i -0.0585661-0.4954345i -0.0585661+0.4954345i 0.4998209+0.0000000i 0.5002345+0.0000000i -0.0586002-0.4956252i -0.0586002+0.4956252i 0.4997655+0.0000000i 
1.86005 0.0000 0861 0.001052 -0.004352 0.001057 0.5001909+0.0000000i -0.0429611-0.4970512i -0.0429611+0.4970512i 0.4998091+0.0000000i 0.5002397+0.0000000i -0.0429955-0.4972277i -0.0429955+0.4972277i 0.4997603+0.0000000i 
1.86505 0.0000 0862 0.001019 -0.004199 0.001022 0.5001903+0.0000000i -0.0273249-0.4981484i -0.0273249+0.4981484i 0.4998097+0.0000000i 0.5002446+0.0000000i -0.0273484-0.4983389i -0.0273484+0.4983389i 0.4997554+0.0000000i 
1.87005 0.0000 0863 0.000989 -0.004044 0.000987 0.5001896+0.0000000i -0.0116624-0.4987538i -0.0116624+0.4987538i 0.4998104+0.0000000i 0.5002494+0.0000000i -0.0116743-0.4989578i -0.0116743+0.4989578i 0.4997506+0.0000000i 
1.87505 0.0000 0866 0.000960 -0.003888 0.000954 0.5002012+0.0000000i 0.0040241-0.4988960i 0.0040241+0.4988960i 0.4997988+0.0000000i 0.5002541+0.0000000i 0.0040114-0.4990837i 0.0040114+0.4990837i 0.4997459+0.0000000i 
1.88005 0.0000 0866 0.000935 -0.003730 0.000922 0.5002035+0.0000000i 0.0196975-0.4985232i 0.0196975+0.4985232i 0.4997965+0.0000000i 0.5002586+0.0000000i 0.0196930-0.4987165i 0.0196930+0.4987165i 0.4997414+0.0000000i 
1.88505 0.0000 0867 0.000912 -0.003570 0.000891 0.5002025+0.0000000i 0.0353478-0.4976508i 0.0353478+0.4976508i 0.4997975-0.0000000i 0.5002629+0.0000000i 0.0353552-0.4978566i 0.0353552+0.4978566i 0.4997371+0.0000000i 
1.89005 0.0000 0869 0.000892 -0.003410 0.000861 0.5002046+0.0000000i 0.0509664-0.4962944i 0.0509664+0.4962944i 0.4997954+0.0000000i 0.5002670+0.0000000i 0.0509823-0.4965048i 0.0509823+0.4965048i 0.4997330+0.0000000i 
1.89505 0.0000 0869 0.000875 -0.003249 0.000832 0.5002066+0.0000000i 0.0665344-0.4944481i 0.0665344+0.4944481i 0.4997934+0.0000000i 0.5002710+0.0000000i 0.0665591-0.4946624i 0.0665591+0.4946624i 0.4997290+0.0000000i 
1.90005 0.0000 0870 0.000860 -0.003087 0.000805 0.5002119+0.0000000i 0.0820401-0.4921210i 0.0820401+0.4921210i 0.4997881+0.0000000i 0.5002749+0.0000000i 0.0820700-0.4923312i 0.0820700+0.4923312i 0.4997251+0.0000000i 
1.90505 0.0000 0870 0.000849 -0.002925 0.000778 0.5002137+0.0000000i 0.0974614-0.4893005i 0.0974614+0.4893005i 0.4997863+0.0000000i 0.5002786+0.0000000i 0.0974998-0.4895136i 0.0974998+0.4895136i 0.4997214+0.0000000i 
1.91005 0.0000 0870 0.000841 -0.002763 0.000753 0.5002155+0.0000000i 0.1127863-0.4859968i 0.1127863+0.4859968i 0.4997845+0.0000000i 0.5002821+0.0000000i 0.1128333-0.4862123i 0.1128333+0.4862123i 0.4997179+0.0000000i 
1.91505 0.0000 0870 0.000837 -0.002602 0.000729 0.5002172+0.0000000i 0.1279998-0.4822134i 0.1279998+0.4822134i 0.4997828+0.0000000i 0.5002855+0.0000000i 0.1280552-0.4824306i 0.1280552+0.4824306i 0.4997145+0.0000000i 
1.92005 0.0000 0871 0.000837 -0.002442 0.000706 0.5002150+0.0000000i 0.1430830-0.4779467i 0.1430830+0.4779467i 0.4997850+0.0000000i 0.5002887+0.0000000i 0.1431505-0.4781722i 0.1431505+0.4781722i 0.4997113+0.0000000i 
1.92505 0.0000 0872 0.000842 -0.002284 0.000685 0.5002124+0.0000000i 0.1580247-0.4732085i 0.1580247+0.4732085i 0.4997876+0.0000000i 0.5002917+0.0000000i 0.1581043-0.4734413i 0.1581043+0.4734413i 0.4997083+0.0000000i 
1.93005 0.0000 0872 0.000851 -0.002128 0.000664 0.5002138+0.0000000i 0.1728138-0.4680102i 0.1728138+0.4680102i 0.4997862+0.0000000i 0.5002945+0.0000000i 0.1729019-0.4682426i 0.1729019+0.4682426i 0.4997055+0.0000000i 
1.93505 0.0000 0874 0.000865 -0.001974 0.000646 0.5002239+0.0000000i 0.1874392-0.4623625i 0.1874392+0.4623625i 0.4997761+0.0000000i 0.5002971+0.0000000i 0.1875285-0.4625813i 0.1875285+0.4625813i 0.4997029+0.0000000i 
1.94005 0.0000 0874 0.000886 -0.001825 0.000628 0.5002250+0.0000000i 0.2018728-0.4562455i 0.2018728+0.4562455i 0.4997750+0.0000000i 0.5002994+0.0000000i 0.2019699-0.4564629i 0.2019699+0.4564629i 0.4997006+0.0000000i 
1.94505 0.0000 0874 0.000913 -0.001680 0.000612 0.5002260+0.0000000i 0.2161070-0.4496780i 0.2161070+0.4496780i 0.4997740+0.0000000i 0.5003014+0.0000000i 0.2162116-0.4498935i 0.2162116+0.4498935i 0.4996986+0.0000000i 
1.95005 0.0000 0875 0.000948 -0.001541 0.000597 0.5002220+0.0000000i 0.2301247-0.4426615i 0.2301247+0.4426615i 0.4997780+0.0000000i 0.5003031+0.0000000i 0.2302396-0.4428796i 0.2302396+0.4428796i 0.4996969+0.0000000i 
1.95505 0.0000 0875 0.000991 -0.001408 0.000583 0.5002226+0.0000000i 0.2439180-0.4352133i 0.2439180+0.4352133i 0.4997774+0.0000000i 0.5003044+0.0000000i 0.2440401-0.4354282i 0.2440401+0.4354282i 0.4996956+0.0000000i 
1.96005 0.0000 0876 0.001043 -0.001283 0.000571 0.5002280+0.0000000i 0.2574728-0.4273395i 0.2574728+0.4273395i 0.4997720+0.0000000i 0.5003052+0.0000000i 0.2575995-0.4275468i 0.2575995+0.4275468i 0.4996948+0.0000000i 
1.96505 0.0000 0876 0.001105 -0.001166 0.000561 0.5002282+0.0000000i 0.2707712-0.4190397i 0.2707712+0.4190397i 0.4997718+0.0000000i 0.5003055+0.0000000i 0.2709044-0.4192430i 0.2709044+0.4192430i 0.4996945+0.0000000i 
1.97005 0.0000 0876 0.001177 -0.001059 0.000551 0.5002282+0.0000000i 0.2838022-0.4103262i 0.2838022+0.4103262i 0.4997718+0.0000000i 0.5003055+0.0000000i 0.2839417-0.4105252i 0.2839417+0.4105252i 0.4996945+0.0000000i 
1.97505 0.0000 0877 0.001260 -0.000961 0.000543 0.5002322+0.0000000i 0.2965537-0.4012104i 0.2965537+0.4012104i 0.4997678-0.0000000i 0.5003050+0.0000000i 0.2966987-0.4014020i 0.2966987+0.4014020i 0.4996950+0.0000000i 
1.98005 0.0000 0877 0.001354 -0.000873 0.000537 0.5002318+0.0000000i 0.3090118-0.3916958i 0.3090118+0.3916958i 0.4997682-0.0000000i 0.5003042+0.0000000i 0.3091627-0.3918825i 0.3091627+0.3918825i 0.4996958+0.0000000i 
1.98505 0.0000 0878 0.001459 -0.000795 0.000532 0.5002347+0.0000000i 0.3211647-0.3817969i 0.3211647+0.3817969i 0.4997653-0.0000000i 0.5003032+0.0000000i 0.3213215-0.3819761i 0.3213215+0.3819761i 0.4996968+0.0000000i 
1.99005 0.0000 0879 0.001573 -0.000727 0.000528 0.5002374+0.0000000i 0.3330005-0.3715211i 0.3330005+0.3715211i 0.4997626+0.0000000i 0.5003021+0.0000000i 0.3331631-0.3716924i 0.3331631+0.3716924i 0.4996979+0.0000000i 
1.99505 0.0000 0880 0.001698 -0.000669 0.000526 0.5002342+0.0000000i 0.3445085-0.3608738i 0.3445085+0.3608738i 0.4997658-0.0000000i 0.5003008+0.0000000i 0.3446759-0.3610417i 0.3446759+0.3610417i 0.4996992+0.0000000i 
2.00005 0.0000 0880 0.001831 -0.000618 0.000525 0.5002335+0.0000000i 0.3556757-0.3498726i 0.3556757+0.3498726i 0.4997665-0.0000000i 0.5002995+0.0000000i 0.3558485-0.3500345i 0.3558485+0.3500345i 0.4997005+0.0000000i 
2.00505 0.0000 0881 0.001972 -0.000576 0.000526 0.5002310+0.0000000i 0.3664925-0.3385237i 0.3664925+0.3385237i 0.4997690-0.0000000i 0.5002983+0.0000000i 0.3666698-0.3386817i 0.3666698+0.3386817i 0.4997017+0.0000000i 
2.01005 0.0000 0882 0.002119 -0.000540 0.000528 0.5002286+0.0000000i 0.3769475-0.3268406i 0.3769475+0.3268406i 0.4997714+0.0000000i 0.5002970+0.0000000i 0.3771291-0.3269943i 0.3771291+0.3269943i 0.4997030+0.0000000i 
2.01505 0.0000 0882 0.002272 -0.000511 0.000532 0.5002280+0.0000000i 0.3870295-0.3148370i 0.3870295+0.3148370i 0.4997720+0.0000000i 0.5002958+0.0000000i 0.3872162-0.3149841i 0.3872162+0.3149841i 0.4997042+0.0000000i 
2.02005 0.0000 0882 0.002430 -0.000487 0.000537 0.5002274+0.0000000i 0.3967294-0.3025227i 0.3967294+0.3025227i 0.4997726+0.0000000i 0.5002946+0.0000000i 0.3969210-0.3026628i 0.3969210+0.3026628i 0.4997054+0.0000000i 
2.02505 0.0000 0884 0.002592 -0.000467 0.000543 0.5002245+0.0000000i 0.4060391-0.2899053i 0.4060391+0.2899053i 0.4997755+0.0000000i 0.5002935+0.0000000i 0.4062340-0.2900426i 0.4062340+0.2900426i 0.4997065+0.0000000i 
2.03005 0.0000 0886 0.002757 -0.000452 0.000551 0.5002240+0.0000000i 0.4149464-0.2770060i 0.4149464+0.2770060i 0.4997760+0.0000000i 0.5002924+0.0000000i 0.4151459-0.2771360i 0.4151459+0.2771360i 0.4997076+0.0000000i 
2.03505 0.0000 0889 0.002925 -0.000441 0.000561 0.5002209+0.0000000i 0.4234460-0.2638276i 0.4234460+0.2638276i 0.4997791+0.0000000i 0.5002914+0.0000000i 0.4236479-0.2639557i 0.4236479+0.2639557i 0.4997086+0.0000000i 
2.04005 0.0000 0889 0.003095 -0.000432 0.000571 0.5002204+0.0000000i 0.4315255-0.2503942i 0.4315255+0.2503942i 0.4997796-0.0000000i 0.5002904+0.0000000i 0.4317317-0.2505148i 0.4317317+0.2505148i 0.4997096+0.0000000i 
2.04505 0.0000 0889 0.003266 -0.000427 0.000583 0.5002199+0.0000000i 0.4391790-0.2367136i 0.4391790+0.2367136i 0.4997801-0.0000000i 0.5002894+0.0000000i 0.4393892-0.2368266i 0.4393892+0.2368266i 0.4997106+0.0000000i 
2.05005 0.0000 0889 0.003439 -0.000425 0.000597 0.5002194+0.0000000i 0.4463989-0.2227992i 0.4463989+0.2227992i 0.4997806+0.0000000i 0.5002885+0.0000000i 0.4466129-0.2229046i 0.4466129+0.2229046i 0.4997115+0.0000000i 
2.05505 0.0000 0893 0.003612 -0.000425 0.000612 0.5002165+0.0000000i 0.4531795-0.2086603i 0.4531795+0.2086603i 0.4997835+0.0000000i 0.5002875+0.0000000i 0.4533956-0.2087625i 0.4533956+0.2087625i 0.4997125+0.0000000i 
2.06005 0.0000 0894 0.003785 -0.000427 0.000628 0.5002155+0.0000000i 0.4595115-0.1943188i 0.4595115+0.1943188i 0.4997845+0.0000000i 0.5002866+0.0000000i 0.4597307-0.1944145i 0.4597307+0.1944145i 0.4997134+0.0000000i 
2.06505 0.0000 0895 0.003958 -0.000431 0.000645 0.5002145+0.0000000i 0.4653898-0.1797858i 0.4653898+0.1797858i 0.4997855+0.0000000i 0.5002857+0.0000000i 0.4656118-0.1798745i 0.4656118+0.1798745i 0.4997143+0.0000000i 
2.07005 0.0000 0896 0.004131 -0.000438 0.000664 0.5002135+0.0000000i 0.4708085-0.1650753i 0.4708085+0.1650753i 0.4997865+0.0000000i 0.5002847+0.0000000i 0.4710332-0.1651571i 0.4710332+0.1651571i 0.4997153+0.0000000i 
2.07505 0.0000 0896 0.004303 -0.000446 0.000684 0.5002130+0.0000000i 0.4757624-0.1502022i 0.4757624+0.1502022i 0.4997870+0.0000000i 0.5002838+0.0000000i 0.4759895-0.1502768i 0.4759895+0.1502768i 0.4997162+0.0000000i 
2.08005 0.0000 0898 0.004475 -0.000456 0.000706 0.5002126+0.0000000i 0.4802465-0.1351808i 0.4802465+0.1351808i 0.4997874-0.0000000i 0.5002828+0.0000000i 0.4804759-0.1352483i 0.4804759+0.1352483i 0.4997172+0.0000000i 
2.08505 0.0000 0899 0.004645 -0.000468 0.000728 0.5002116+0.0000000i 0.4842563-0.1200263i 0.4842563+0.1200263i 0.4997884+0.0000000i 0.5002819+0.0000000i 0.4844877-0.1200864i 0.4844877+0.1200864i 0.4997181+0.0000000i 
2.09005 0.0000 0900 0.004815 -0.000482 0.000752 0.5002106+0.0000000i 0.4877881-0.1047532i 0.4877881+0.1047532i 0.4997894+0.0000000i 0.5002809+0.0000000i 0.4880212-0.1048062i 0.4880212+0.1048062i 0.4997191+0.0000000i 
2.09505 0.0000 0902 0.004982 -0.000497 0.000777 0.5002092+0.0000000i 0.4908379-0.0893778i 0.4908379+0.0893778i 0.4997908-0.0000000i 0.5002798+0.0000000i 0.4910727-0.0894227i 0.4910727+0.0894227i 0.4997202+0.0000000i 
